"False Hypotheses","Obs","Correlation","Type","SD","CQ","SH.Ln.LB","SH.Sn.LB","Simes"
0,20,0.1,"Unif",0,0.333333333333333,0.333333333333333,0,1
0,50,0.1,"Unif",0,0,0.666666666666667,0,0
0,100,0.1,"Unif",0,0,0,0,0.333333333333333
0,20,0.3,"Unif",0,0.333333333333333,0,0,0
0,50,0.3,"Unif",0,0,0,0,0
0,100,0.3,"Unif",0,0,0,0.333333333333333,0
0,20,0.5,"Unif",0,0.333333333333333,0,0,0
0,50,0.5,"Unif",0,0,0,0,0
0,100,0.5,"Unif",0,0,0,0,0
